ID,Price
0,71
1,3
2,42
3,141
4,141
5,80
6,82
7,147
8,147
9,54
10,80
11,80
12,22
13,103
14,13
15,130
16,147
17,28
18,28
19,66
20,80
21,76
22,21
23,80
24,141
25,31
26,31
27,64
28,80
29,161
30,88
31,138
32,4
33,36
34,80
35,80
36,21
37,86
38,43
39,147
40,66
41,128
42,12
43,96
44,80
45,44
46,44
47,28
48,66
49,147
50,57
51,80
52,28
53,28
54,51
55,27
56,147
57,23
58,153
59,36
60,80
61,80
62,147
63,127
64,68
65,59
66,114
67,12
68,10
69,153
70,54
71,153
72,86
73,147
74,80
75,141
76,54
77,156
78,51
79,110
80,44
81,161
82,28
83,54
84,80
85,135
86,21
87,147
88,42
89,153
90,128
91,154
92,3
93,147
94,54
95,82
96,12
97,60
98,161
99,10
100,54
101,28
102,14
103,39
104,51
105,80
106,80
107,141
108,153
109,80
110,80
111,80
112,96
113,149
114,96
115,96
116,153
117,147
118,10
119,54
120,91
121,15
122,164
123,128
124,128
125,153
126,66
127,141
128,110
129,147
130,91
131,76
132,80
133,80
134,158
135,114
136,109
137,96
138,104
139,17
140,22
141,153
142,54
143,31
144,102
145,91
146,36
147,3
148,114
149,80
150,36
151,147
152,80
153,80
154,17
155,80
156,80
157,64
158,80
159,102
160,3
161,31
162,12
163,147
164,51
165,80
166,44
167,147
168,128
169,54
170,102
171,80
172,28
173,80
174,102
175,91
176,141
177,147
178,112
179,10
180,21
181,23
182,29
183,28
184,80
185,80
186,95
187,66
188,60
189,80
190,147
191,80
192,152
193,80
194,147
195,66
196,147
197,33
198,27
199,17
200,128
201,28
202,66
203,30
204,80
205,128
206,54
207,108
208,141
209,3
210,147
211,133
212,106
213,80
214,80
215,147
216,101
217,147
218,130
219,68
220,164
221,26
222,31
223,10
224,153
225,80
226,147
227,76
228,42
229,147
230,80
231,76
232,54
233,80
234,3
235,102
236,6
237,3
238,80
239,66
240,147
241,147
242,80
243,54
244,103
245,91
246,66
247,107
248,84
249,161
250,147
251,7
252,162
253,64
254,63
255,76
256,27
257,80
258,147
259,61
260,96
261,147
262,96
263,80
264,80
265,109
266,80
267,80
268,147
269,128
270,86
271,87
272,76
273,66
274,80
275,12
276,80
277,147
278,80
279,24
280,153
281,147
282,76
283,86
284,23
285,80
286,141
287,149
288,57
289,76
290,51
291,128
292,105
293,161
294,80
295,80
296,141
297,110
298,153
299,34
300,153
301,31
302,80
303,159
304,147
305,161
306,3
307,27
308,54
309,54
310,147
311,128
312,80
313,121
314,68
315,42
316,21
317,110
318,109
319,24
320,135
321,147
322,147
323,139
324,80
325,12
326,24
327,80
328,114
329,46
330,54
331,71
332,36
333,61
334,147
335,128
336,141
337,31
338,80
339,152
340,89
341,35
342,147
343,80
344,80
345,54
346,26
347,80
348,80
349,36
350,134
351,12
352,153
353,86
354,28
355,89
356,66
357,80
358,108
359,80
360,12
361,66
362,123
363,70
364,80
365,66
366,61
367,12
368,80
369,71
370,86
371,71
372,80
373,3
374,66
375,42
376,141
377,54
378,80
379,80
380,42
381,54
382,103
383,161
384,12
385,80
386,80
387,42
388,66
389,161
390,160
391,66
392,60
393,36
394,28
395,80
396,86
397,66
398,34
399,24
400,117
401,64
402,7
403,3
404,61
405,128
406,12
407,37
408,80
409,31
410,102
411,28
412,21
413,64
414,54
415,52
416,17
417,128
418,80
419,141
420,80
421,80
422,28
423,31
424,80
425,54
426,80
427,80
428,153
429,103
430,147
431,54
432,80
433,21
434,76
435,80
436,119
437,54
438,147
439,66
440,27
441,76
442,17
443,17
444,27
445,54
446,147
447,131
448,135
449,3
450,147
451,64
452,87
453,80
454,147
455,8
456,147
457,42
458,66
459,80
460,41
461,24
462,91
463,17
464,80
465,54
466,28
467,114
468,147
469,166
470,10
471,3
472,54
473,80
474,91
475,80
476,80
477,46
478,29
479,80
480,80
481,147
482,65
483,34
484,91
485,153
486,36
487,80
488,54
489,147
490,150
491,80
492,147
493,3
494,20
495,3
496,80
497,147
498,147
499,91
500,78
501,153
502,66
503,86
504,131
505,28
506,80
507,58
508,66
509,54
510,23
511,17
512,54
513,66
514,89
515,80
516,153
517,80
518,165
519,80
520,80
521,125
522,66
523,125
524,80
525,147
526,125
527,91
528,161
529,147
530,102
531,164
532,80
533,155
534,24
535,141
536,91
537,37
538,66
539,147
540,91
541,80
542,153
543,86
544,148
545,162
546,80
547,147
548,86
549,147
550,141
551,67
552,141
553,54
554,42
555,91
556,24
557,90
558,21
559,7
560,80
561,39
562,73
563,64
564,153
565,10
566,66
567,51
568,130
569,76
570,147
571,114
572,13
573,76
574,7
575,3
576,42
577,152
578,147
579,80
580,80
581,21
582,119
583,86
584,17
585,148
586,66
587,147
588,128
589,66
590,20
591,17
592,110
593,128
594,44
595,80
596,80
597,147
598,114
599,76
600,54
601,147
602,80
603,128
604,80
605,110
606,147
607,166
608,147
609,135
610,153
611,80
612,66
613,161
614,51
615,147
616,66
617,161
618,151
619,51
620,161
621,86
622,80
623,28
624,29
625,80
626,80
627,13
628,51
629,80
630,54
631,12
632,80
633,147
634,91
635,147
636,21
637,54
638,61
639,28
640,54
641,80
642,12
643,141
644,128
645,9
646,80
647,80
648,11
649,147
650,141
651,7
652,84
653,147
654,42
655,44
656,86
657,32
658,80
659,36
660,147
661,161
662,137
663,161
664,28
665,162
666,161
667,61
668,147
669,102
670,80
671,155
672,54
673,91
674,42
675,21
676,31
677,127
678,147
679,80
680,147
681,13
682,91
683,10
684,28
685,80
686,12
687,31
688,91
689,57
690,54
691,54
692,21
693,54
694,161
695,69
696,80
697,80
698,147
699,21
700,80
701,147
702,80
703,119
704,3
705,80
706,147
707,153
708,147
709,119
710,66
711,168
712,93
713,80
714,44
715,31
716,147
717,80
718,80
719,80
720,128
721,80
722,80
723,36
724,80
725,147
726,153
727,128
728,147
729,80
730,164
731,147
732,31
733,54
734,80
735,114
736,28
737,155
738,147
739,147
740,137
741,147
742,24
743,57
744,102
745,80
746,16
747,147
748,159
749,150
750,40
751,21
752,110
753,44
754,80
755,66
756,114
757,54
758,119
759,102
760,42
761,80
762,42
763,113
764,115
765,147
766,3
